Fecha,From,To,Tiempo (min),Distancia (km),Real Time,Velocidad promedia
Mon Jan  2 18:32:29 2023,Tomeco,Copiulemu,0.0,0.0,True,
Mon Jan  2 18:32:29 2023,Copiulemu,Tomeco,0.0,0.0,True,
Mon Jan  2 18:32:29 2023,Tomeco,Copiulemu,0.0,0.0,False,
Mon Jan  2 18:32:29 2023,Copiulemu,Tomeco,0.0,0.0,False,
