Fecha,From,To,Tiempo (min),Distancia (km),Real Time,Velocidad promedia
Thu Mar 31 11:29:46 2022,Tomeco,Copiulemu,17.2,23.39,True,81.59302325581395
Thu Mar 31 11:29:46 2022,Copiulemu,Tomeco,14.816666666666666,22.002,True,89.09696287964005
Thu Mar 31 11:29:46 2022,Tomeco,Copiulemu,17.3,23.39,False,81.121387283237
Thu Mar 31 11:29:46 2022,Copiulemu,Tomeco,14.766666666666667,22.002,False,89.39864559819412
