Fecha,From,To,Tiempo (min),Distancia (km),Real Time,Velocidad promedia
Wed Sep 28 20:42:09 2022,Tomeco,Copiulemu,17.1,23.39,True,82.07017543859648
Wed Sep 28 20:42:09 2022,Copiulemu,Tomeco,14.85,21.461,True,86.71111111111111
Wed Sep 28 20:42:09 2022,Tomeco,Copiulemu,17.0,23.39,False,82.5529411764706
Wed Sep 28 20:42:09 2022,Copiulemu,Tomeco,14.816666666666666,21.461,False,86.90618672665916
