Fecha,From,To,Tiempo (min),Distancia (km),Real Time,Velocidad promedia
Sun Jan 14 16:33:11 2024,Tomeco,Copiulemu,18.183333333333334,23.48,True,77.47754353803849
Sun Jan 14 16:33:11 2024,Copiulemu,Tomeco,15.8,22.002,True,83.5518987341772
Sun Jan 14 16:33:11 2024,Tomeco,Copiulemu,17.283333333333335,23.48,False,81.51205400192863
Sun Jan 14 16:33:11 2024,Copiulemu,Tomeco,15.783333333333333,22.002,False,83.64012671594509
