Fecha,From,To,Tiempo (min),Distancia (km),Real Time,Velocidad promedia
Fri Apr 19 23:28:03 2024,Tomeco,Copiulemu,18.55,23.48,True,75.94609164420484
Fri Apr 19 23:28:03 2024,Copiulemu,Tomeco,17.05,22.002,True,77.42639296187683
Fri Apr 19 23:28:03 2024,Tomeco,Copiulemu,18.55,23.48,False,75.94609164420484
Fri Apr 19 23:28:03 2024,Copiulemu,Tomeco,16.166666666666668,22.002,False,81.65690721649483
