Fecha,From,To,Tiempo (min),Distancia (km),Real Time,Velocidad promedia
Wed Dec 28 22:29:34 2022,Tomeco,Copiulemu,0.0,0.0,True,
Wed Dec 28 22:29:34 2022,Copiulemu,Tomeco,0.0,0.0,True,
Wed Dec 28 22:29:34 2022,Tomeco,Copiulemu,0.0,0.0,False,
Wed Dec 28 22:29:34 2022,Copiulemu,Tomeco,0.0,0.0,False,
