Fecha,From,To,Tiempo (min),Distancia (km),Real Time,Velocidad promedia
Sat Aug  6 13:39:30 2022,Tomeco,Copiulemu,16.6,23.39,True,84.5421686746988
Sat Aug  6 13:39:30 2022,Copiulemu,Tomeco,15.2,22.002,True,86.85000000000001
Sat Aug  6 13:39:30 2022,Tomeco,Copiulemu,16.6,23.39,False,84.5421686746988
Sat Aug  6 13:39:30 2022,Copiulemu,Tomeco,15.116666666666667,22.002,False,87.328776185226
