Fecha,From,To,Tiempo (min),Distancia (km),Real Time,Velocidad promedia
Fri Oct 13 08:31:07 2023,Tomeco,Copiulemu,18.483333333333334,23.39,True,75.92786293958521
Fri Oct 13 08:31:07 2023,Copiulemu,Tomeco,15.433333333333334,22.002,True,85.53693304535636
Fri Oct 13 08:31:07 2023,Tomeco,Copiulemu,18.483333333333334,23.39,False,75.92786293958521
Fri Oct 13 08:31:07 2023,Copiulemu,Tomeco,15.433333333333334,22.002,False,85.53693304535636
