Fecha,From,To,Tiempo (min),Distancia (km),Real Time,Velocidad promedia
Wed Feb 21 10:31:35 2024,Tomeco,Copiulemu,18.133333333333333,23.48,True,77.69117647058823
Wed Feb 21 10:31:35 2024,Copiulemu,Tomeco,15.083333333333334,22.002,True,87.5217679558011
Wed Feb 21 10:31:35 2024,Tomeco,Copiulemu,18.066666666666666,23.48,False,77.97785977859779
Wed Feb 21 10:31:35 2024,Copiulemu,Tomeco,14.916666666666666,22.002,False,88.49966480446928
