Fecha,From,To,Tiempo (min),Distancia (km),Real Time,Velocidad promedia
Tue May 21 20:28:09 2024,Tomeco,Copiulemu,17.933333333333334,23.48,True,78.55762081784387
Tue May 21 20:28:09 2024,Copiulemu,Tomeco,14.966666666666667,22.002,True,88.20400890868596
Tue May 21 20:28:09 2024,Tomeco,Copiulemu,18.0,23.48,False,78.26666666666667
Tue May 21 20:28:09 2024,Copiulemu,Tomeco,15.916666666666666,22.002,False,82.93947643979057
