Fecha,From,To,Tiempo (min),Distancia (km),Real Time,Velocidad promedia
Wed Nov 20 21:31:17 2024,Tomeco,Copiulemu,18.15,23.45,True,77.52066115702479
Wed Nov 20 21:31:17 2024,Copiulemu,Tomeco,15.233333333333333,21.968,True,86.52603938730853
Wed Nov 20 21:31:17 2024,Tomeco,Copiulemu,17.7,23.45,False,79.49152542372882
Wed Nov 20 21:31:17 2024,Copiulemu,Tomeco,14.983333333333333,21.968,False,87.96974416017798
